q_id,question,crop,question_type,llm,answer,time_s,tokens,rouge1,rouge2,rougeL,bleu1,bleu2,bleu4,meteor,relevance,completeness,practicality,heuristic_avg,combined_score
45,How much water does sugarcane need per irrigation?,sugarcane,factual,Sarvam AI — Sarvam-105B,"Based on the provided context, the amount of water needed per irrigation for sugarcane depends on the irrigation method and the time of year.

**For Drip Irrigation:**
The context specifies a drip irrigation schedule with a dripper discharge of 2.2 litres per hour. The total water applied per irrigation is calculated by multiplying the discharge rate by the duration of irrigation.

*   **April-June:** 120 minutes (2 hours)
    *   **Quantity:** 2.2 litres/hour × 2 hours = **4.4 litres per dripper**
*   **July-August:** 100 minutes (1 hour 40 minutes)
    *   **Quantity:** 2.2 litres/hour × (100/60) hours = **3.67 litres per dripper**
*   **September-October:** 80 minutes (1 hour 20 minutes)
    *   **Quantity:** 2.2 litres/hour × (80/60) hours = **2.93 litres per dripper**
*   **November-December:** 60 minutes (1 hour)
    *   **Quantity:** 2.2 litres/hour × 1 hour = **2.2 litres per dripper**

**For General Irrigation (Non-Drip):**
The context does not provide specific quantities for general irrigation methods like flood irrigation. It only mentions the frequency (e.g., ""every third day"" or ""monthly intervals""). Therefore, the exact volume of water per irrigation for these methods is not available in the given information.",3.25,343,0.4983,0.2578,0.263,0.25,0.1693,0.0828,0.3439,1.0,1.0,1.0,1.0,0.6485
46,What is the spacing recommended for coconut plantation?,coconut,factual,Groq — LLaMA 3.1 8B,"According to the context, the recommended spacing for coconut plantation varies depending on the intercrop. However, for a general coconut plantation, I don't have enough information on this topic.",0.55,37,0.2637,0.1124,0.1978,0.2054,0.1165,0.0747,0.194,1.0,0.3,0.25,0.5167,0.3496
46,What is the spacing recommended for coconut plantation?,coconut,factual,Cohere — Command-R,"The recommended spacing for a coconut plantation is 7.5 x 7.5 meters. This layout allows for approximately 500 cocoa plants per hectare, with one cocoa row of plants at a 3-meter interval positioned at the center of two coconut rows. Additionally, one cocoa plant can be placed at the center of two coconut plants along the coconut row.",2.03,76.0,0.8852,0.7167,0.7377,0.8889,0.7942,0.6141,0.8655,1.0,0.7,0.25,0.65,0.7128
46,What is the spacing recommended for coconut plantation?,coconut,factual,Cerebras — GPT-OSS 120B,"**Recommended spacing for a coconut plantation**

- **Row spacing:** 7.5 m  
- **Plant spacing within the row:** 7.5 m  

This layout (7.5 m × 7.5 m) allows roughly **500 coconut plants per hectare** and provides enough room for canopy development, irrigation, and inter‑cropping (e.g., cocoa, arecanut, rubber, banana, or coffee) as described in the source material.",0.69,280,0.45,0.1525,0.2833,0.3256,0.1751,0.0445,0.3179,1.0,0.7,0.5,0.7333,0.5036
46,What is the spacing recommended for coconut plantation?,coconut,factual,Sarvam AI — Sarvam-105B,I don't have enough information on this topic.,0.52,13,0.0286,0.0,0.0286,0.001,0.0004,0.0001,0.0347,0.5,0.3,0.25,0.35,0.1865
47,What is Integrated Pest Management in agriculture?,ipm,factual,Groq — LLaMA 3.1 8B,"Based on the provided context, Integrated Pest Management (IPM) is a pest management system that aims to minimize the use of chemical pesticides while protecting crops from pests. It involves a combination of techniques such as:

1. Crop monitoring and scouting to identify pest infestations early.
2. Use of natural predators and parasites to control pests.
3. Application of biopesticides and other non-chemical methods to control pests.
4. Modification of agricultural practices to prevent pest infestations.
5. Use of economic threshold levels (ETL) to determine when pest control measures are necessary.

For Groundnut, Soyabean, and Wheat, IPM can be implemented as follows:

- Groundnut: Monitor for pests like aphids, whiteflies, and jassids. Use natural predators like ladybugs and lacewings to control these pests. Apply biopesticides like neem oil or insecticidal soap when necessary.
- Soyabean: Monitor for pests like aphids, spider mites, and soybean looper. Use natural predators like ladybugs and lacewings to control these pests. Apply biopesticides like neem oil or insecticidal soap when necessary.
- Wheat: Monitor for pests like aphids, rust, and powdery mildew. Use natural predators like ladybugs and lacewings to control these pests. Apply biopesticides like neem oil or insecticidal soap when necessary.

Quantities and timing will depend on the specific pest and crop, and should be determined based on the economic threshold level (ETL) for each pest.",0.94,322,0.3052,0.1373,0.1948,0.2069,0.141,0.0962,0.3457,1.0,1.0,0.75,0.9167,0.5761
47,What is Integrated Pest Management in agriculture?,ipm,factual,Cohere — Command-R,"Integrated Pest Management (IPM) is a holistic and sustainable approach to pest control in agriculture. It aims to minimize the use of chemical pesticides and instead focuses on a balanced and environmentally friendly strategy. 

IPM involves a combination of techniques and practices to manage pests effectively, including: 

- Monitoring and scouting: Regularly inspect crops for signs of pest damage or presence. This allows for early detection and timely action. 

- Cultural practices: Implement farming practices that discourage pest establishment and promote crop health. This includes crop rotation, proper irrigation and drainage, and maintaining soil health through organic matter and nutrient management. 

- Biological control: Encourage and utilize natural enemies of pests, such as predators, parasites, and pathogens, to control pest populations. This can be done by conserving and enhancing natural habitats that support these beneficial organisms. 

- Mechanical and physical control: Use physical barriers, traps, or other mechanical methods to exclude or remove pests. For example, using row covers to protect crops from certain pests or employing pheromone traps to monitor and control specific insect pests. 

- Selective and targeted pesticide use: When necessary, use pesticides selectively and target specific pests. Choose pesticides that are less harmful to the environment and beneficial organisms, and apply them at the right time and in the right quantities to minimize their impact. 

IPM is a dynamic and evolving process, and its success depends on a farmer's understanding of local conditions, pest biology, and the availability of suitable control options. It is a long-term strategy that requires commitment and adaptation to local circumstances. 

By adopting IPM practices, farmers can reduce their reliance on chemical pesticides, minimize environmental impacts, and promote sustainable agriculture.",20.09,347.0,0.3315,0.1389,0.1823,0.2062,0.1416,0.071,0.3477,1.0,1.0,1.0,1.0,0.6166
47,What is Integrated Pest Management in agriculture?,ipm,factual,Cerebras — GPT-OSS 120B,"Integrated Pest Management (IPM) is a **pest‑management system** that combines multiple control tactics—cultural, biological, mechanical, and, when necessary, chemical measures—based on regular monitoring and the use of economic threshold levels (ETL). It is defined by the FAO International Code of Conduct on the Distribution and Use of Pesticides (Article 2) and is promoted as a core principle of plant protection in India’s national crop‑protection programmes. The goal of IPM is to reduce reliance on synthetic chemical pesticides, protect the environment, and prevent crop failures caused by pest outbreaks.",0.69,229,0.5778,0.3483,0.3556,0.4825,0.3519,0.2412,0.3968,1.0,1.0,0.5,0.8333,0.6131
47,What is Integrated Pest Management in agriculture?,ipm,factual,Sarvam AI — Sarvam-105B,"Based on the provided context, Integrated Pest Management (IPM) is a pest management system that has been accepted as a cardinal principle of Plant Protection. It is defined by the FAO International Code of Conduct on the Distribution and Use of Pesticides (Article 2). The context indicates that IPM is an evolving system designed to address the negative impacts of synthetic chemical pesticides on the environment and farmers' interests. It represents a move away from ""pest free"" farming towards more balanced views.",0.97,98,0.568,0.4072,0.4852,0.5624,0.4616,0.3879,0.4858,1.0,1.0,0.5,0.8333,0.6575
48,How to use neem-based pesticides in crop protection?,ipm,howto,Groq — LLaMA 3.1 8B,"Based on the provided context, I would recommend the following steps for using neem-based pesticides in crop protection:

**Crop:** Cotton, Maize, and other Kharif crops (as mentioned in pp_kharif.pdf)

**Quantity:** The context does not specify the exact quantity of neem-based formulations to be used. However, it is essential to follow the recommended dosage on the product label.

**Timing:** Neem-based formulations can be used at various stages of crop growth. For cotton, it is recommended to use neem-based formulations during the early stage of crop growth using a knapsack sprayer.

**Steps:**

1. **Preparation:** Mix the neem-based formulation with water according to the recommended dosage on the product label.
2. **Application:** Use a knapsack sprayer for early-stage crop growth and tractor-mounted sprayers for the North Zone during the early vegetative and fruiting phases of crop growth.
3. **Target Pests:** Neem-based formulations are effective against a wide range of pests, including pink bollworms, stemborers, and planthoppers.
4. **Application Frequency:** For cotton, neem-based formulations can be applied once or maximum of twice depending on the incidence of pink bollworms.
5. **Monitoring:** Regularly monitor the crop for pest infestation and adjust the application frequency accordingly.

**Additional Tips:**

* Always follow the recommended dosage and application instructions on the product label.
* Use proper spray equipment to ensure effective coverage and minimize drift.
* Combine neem-based formulations with other IPM strategies, such as biological control and cultural practices, for optimal results.

Remember to consult local agricultural experts or extension services for more specific guidance on using neem-based pesticides in your area.",0.84,362,0.3222,0.1957,0.2188,0.178,0.1302,0.075,0.4424,1.0,1.0,0.75,0.9167,0.5907
48,How to use neem-based pesticides in crop protection?,ipm,howto,Cohere — Command-R,"To use neem-based pesticides for crop protection, you can follow these practical steps:

1. Cotton Crop:
   - Promote the use of neem-based formulations, including crude neem oil and neem-based pesticides.
   - If pyrethroids are required, limit their use to once or twice, depending on the incidence of pink bollworms.
   - For early crop growth stages, use knapsack sprayers to apply the neem-based formulations.
   - During the vegetative and fruiting phases, especially in the North Zone, tractor-mounted sprayers are recommended for efficient coverage.

2. Maize Crop:
   - Integrated Pest Management (IPM) is an approach that aims to minimize the use of chemical pesticides. It is important to have a balanced view and understand that complete pest elimination is unlikely.
   - Neem-based pesticides can be an effective component of IPM strategies.
   - Ensure proper application techniques and timing to maximize their effectiveness.

3. General Guidelines:
   - Biological control methods, such as using neem and tricho-cards, can be employed to manage pests like stemborers and planthoppers.
   - When using neem-based pesticides, ensure that the crop is adequately watered, as standing water is necessary for effective application.
   - Follow the instructions and recommendations provided by the neem-based pesticide manufacturers for optimal results.
   - Regularly monitor your crops for pest incidence and adjust your pest management strategies accordingly.

Remember, neem-based pesticides are a valuable tool in crop protection, offering a more sustainable and environmentally friendly approach. By following these practical steps and staying informed about IPM practices, you can effectively protect your crops while minimizing the reliance on chemical pesticides.",7.74,360.0,0.3208,0.1582,0.1509,0.1903,0.136,0.0798,0.3946,1.0,1.0,1.0,1.0,0.6182
48,How to use neem-based pesticides in crop protection?,ipm,howto,Cerebras — GPT-OSS 120B,"**Crop:** Cotton (the only crop mentioned in the supplied material where neem‑based pesticides are specifically recommended)

**Why use neem?**  
- Neem‑based formulations (crude extract or neem oil) are promoted as part of an Integrated Pest Management (IPM) strategy.  
- They help control pests such as pink‑bollworm, stemborers and planthoppers while reducing reliance on synthetic chemicals.

**How to apply neem‑based pesticides**

| Stage of crop | Recommended formulation | Spray equipment | Timing & steps |
|---------------|------------------------|----------------|----------------|
| **Early vegetative stage** (just after sowing up to 4–5 true",57.32,400,0.4384,0.1389,0.1644,0.1603,0.0719,0.0182,0.2367,1.0,1.0,1.0,1.0,0.6072
48,How to use neem-based pesticides in crop protection?,ipm,howto,Sarvam AI — Sarvam-105B,"Based on the provided context, here is the practical agricultural advice on using neem-based pesticides:

*   **Crop Name:** Cotton
*   **Disease/Pest:** Pink bollworm
*   **Treatment:** Use neem-based formulations, including crude and oil.
*   **Timing:** The context does not specify a precise timing for neem application, only that pyrethroids (an alternative chemical) should be restricted to once or a maximum of twice during the crop's life cycle depending on pest incidence.
*   **Quantities:** The context does not provide specific quantities for neem-based formulations.

**Note:** The context also mentions using biological control with neem and tricho-cards for stemborers in a different crop, but does not provide details on the treatment, timing, or quantities for that specific pest.",1.35,173,0.4222,0.2247,0.2667,0.2642,0.1735,0.1151,0.414,0.5,1.0,0.75,0.75,0.5272
